90 2.9443359375 3.0986328125 2.921875 2.85546875 2.9267578125 3.0966796875 3.0087890625 2.9794921875 3.0048828125 3.21875 2.9931640625 3.03515625 3.013671875 3.1640625 2.9794921875 2.8564453125 2.974609375 3.1728515625 3.021484375 2.9443359375 3.017578125 3.3916015625 2.931640625 3.0146484375 2.9794921875 2.998046875 2.9697265625 2.912109375 3.0322265625 3.1171875 2.9814453125 2.9326171875 3.025390625 3.2958984375 2.9814453125 3.064453125 2.9833984375 2.9609375 2.9892578125 2.9375 3.0166015625 3.0380859375 2.9638671875 2.947265625 2.953125 3.26953125 2.94140625 3.02734375 2.9775390625 2.970703125 2.931640625 3.103515625 2.9833984375 3.0361328125 2.9619140625 2.9599609375 2.93359375 3.4833984375 0.0 2.9619140625 3.1005859375 2.890625 2.8623046875 3.0048828125 3.107421875 3.013671875 2.9775390625 2.9931640625 3.4326171875 2.9619140625 2.9873046875 2.9853515625 3.0048828125 2.921875 2.9384765625 3.044921875 3.1201171875 2.9619140625 2.9462890625 3.1083984375 3.52734375 2.888671875 3.0205078125 3.0 2.9814453125 2.94140625 2.98046875 3.0224609375 3.21484375 2.96484375 2.9921875 3.232421875 3.3818359375 2.9580078125 2.9638671875 2.9384765625 3.013671875 3.0048828125 2.916015625 3.0146484375 3.0791015625 3.05859375 3.0673828125 2.9833984375 3.65234375 2.9140625 2.98828125 2.919921875 2.9853515625 2.98046875 2.9384765625 2.970703125 3.0703125 3.0361328125 3.1640625 2.986328125 3.779296875 0.0 2.9453125 3.103515625 2.96484375 2.921875 3.041015625 3.1806640625 2.96484375 2.9716796875 3.0126953125 2.9033203125 2.9013671875 3.0234375 2.986328125 2.9951171875 3.0615234375 2.923828125 2.994140625 3.150390625 3.0498046875 2.9638671875 2.9716796875 3.072265625 2.904296875 3.0146484375 3.015625 3.013671875 2.9345703125 2.869140625 3.0029296875 3.134765625 2.96484375 2.9091796875 3.005859375 3.0712890625 2.9453125 2.9951171875 3.1337890625 2.9638671875 2.9482421875 2.9482421875 3.0537109375 3.15625 2.986328125 2.9375 2.921875 3.11328125 2.9658203125 3.0380859375 3.0107421875 2.9775390625 2.9384765625 2.8876953125 2.9775390625 3.099609375 2.974609375 2.9375 2.97265625 3.0693359375 0.0
95 3.0205078125 3.236328125 3.1259765625 2.8916015625 3.111328125 3.1806640625 3.111328125 3.1591796875 3.57421875 3.0087890625 3.1015625 3.1416015625 3.14453125 3.091796875 3.0205078125 3.1611328125 3.2333984375 3.095703125 3.044921875 3.2734375 3.873046875 3.091796875 3.1435546875 3.1201171875 3.0712890625 3.068359375 3.0439453125 3.0966796875 3.1337890625 3.06640625 3.291015625 3.3974609375 3.0625 3.0478515625 3.0888671875 3.0908203125 3.0771484375 2.9814453125 3.087890625 3.0869140625 3.0927734375 3.287109375 3.5439453125 3.5927734375 3.0126953125 3.150390625 3.146484375 3.0791015625 3.09375 3.0625 3.205078125 3.1171875 3.2646484375 3.060546875 3.9228515625 3.1025390625 3.2001953125 3.1796875 0.0 3.1396484375 3.041015625 3.0908203125 3.08984375 3.037109375 3.15234375 2.9697265625 3.015625 3.5400390625 3.0615234375 3.1220703125 3.158203125 3.240234375 3.087890625 2.9892578125 3.12890625 3.205078125 3.0810546875 3.087890625 3.138671875 3.943359375 3.126953125 3.17578125 3.2236328125 3.041015625 3.0537109375 3.154296875 3.1533203125 3.10546875 3.1025390625 3.0927734375 3.9453125 3.119140625 3.1181640625 3.232421875 3.0390625 3.0888671875 3.16015625 3.0673828125 3.1123046875 3.0087890625 2.9892578125 3.4404296875 3.0888671875 3.0771484375 3.0576171875 3.1259765625 3.111328125 3.015625 3.107421875 3.1240234375 3.0234375 3.1318359375 3.076171875 3.845703125 3.11328125 3.099609375 3.1982421875 0.0 3.083984375 3.1064453125 2.998046875 3.1416015625 2.9765625 3.1298828125 3.033203125 3.0654296875 3.1748046875 3.029296875 3.0654296875 3.0966796875 3.1298828125 3.087890625 2.9794921875 3.150390625 3.1494140625 3.1025390625 3.0849609375 3.056640625 3.8525390625 3.1455078125 3.140625 3.2568359375 3.056640625 3.0263671875 3.10546875 3.185546875 3.0908203125 3.0859375 3.0654296875 3.3779296875 3.017578125 3.1845703125 3.091796875 3.0654296875 3.02734375 3.1845703125 3.10546875 3.1376953125 3.046875 3.0888671875 3.2412109375 3.0693359375 3.0576171875 3.107421875 3.1435546875 3.09375 3.0341796875 3.1259765625 3.1640625 3.0625 3.0625 3.267578125 3.8193359375 3.1337890625 3.19140625 3.2734375 0.0
100 3.2607421875 3.0712890625 3.1748046875 3.12890625 3.271484375 3.25 3.162109375 3.177734375 3.6318359375 3.232421875 3.2099609375 3.34765625 3.21484375 3.11328125 3.23828125 3.3447265625 3.1884765625 3.2177734375 3.142578125 3.884765625 3.216796875 3.228515625 3.2998046875 3.169921875 3.1435546875 3.21484375 3.2314453125 3.1884765625 3.18359375 3.1767578125 3.126953125 3.2353515625 3.203125 3.1689453125 3.3212890625 3.173828125 3.2353515625 3.19140625 3.16015625 3.1669921875 3.3935546875 3.1455078125 3.267578125 3.240234375 3.2041015625 3.111328125 3.1904296875 3.2470703125 3.2080078125 3.189453125 3.333984375 3.3115234375 3.21484375 3.201171875 3.2255859375 3.201171875 3.1181640625 3.21875 0.0 3.21875 3.1416015625 3.1943359375 3.115234375 3.228515625 3.1494140625 3.2333984375 3.2099609375 3.634765625 3.1708984375 3.2734375 3.3623046875 3.3505859375 3.1396484375 3.236328125 3.3662109375 3.234375 3.171875 3.275390625 3.71484375 3.2431640625 3.2763671875 3.306640625 3.1865234375 3.1318359375 3.2548828125 3.2763671875 3.2158203125 3.2255859375 3.1669921875 3.1572265625 3.1962890625 3.126953125 3.2197265625 3.3173828125 3.16015625 3.1884765625 3.1943359375 3.1923828125 3.2236328125 3.470703125 3.142578125 3.2177734375 3.2568359375 3.1455078125 3.1435546875 3.1943359375 3.3017578125 3.248046875 3.1640625 3.16015625 3.5224609375 3.259765625 3.25390625 3.2744140625 3.189453125 3.1552734375 3.1796875 0.0 3.3173828125 3.1025390625 3.154296875 3.134765625 3.302734375 3.166015625 3.078125 3.1875 3.990234375 3.32421875 3.2294921875 3.3056640625 3.2158203125 3.125 3.1904296875 3.33203125 3.2138671875 3.1923828125 3.1630859375 3.6669921875 3.26953125 3.2822265625 3.19140625 3.1435546875 3.1640625 3.2998046875 3.2109375 3.216796875 3.181640625 3.4970703125 3.189453125 3.3505859375 3.203125 3.2587890625 3.16015625 3.21875 3.259765625 3.15625 3.19921875 3.193359375 3.1416015625 3.2041015625 3.2744140625 3.2158203125 3.0859375 3.1689453125 3.2587890625 3.197265625 3.2197265625 3.2021484375 3.3076171875 3.767578125 3.2294921875 3.2578125 3.2568359375 3.1328125 3.2724609375 3.234375 0.0
105 3.3251953125 3.341796875 3.2822265625 3.2490234375 3.4755859375 3.4267578125 3.2568359375 3.1474609375 3.2607421875 3.326171875 3.4091796875 3.3076171875 3.20703125 3.2978515625 3.431640625 3.294921875 3.2939453125 3.3486328125 4.0 3.369140625 3.435546875 3.3564453125 3.2490234375 3.2529296875 3.345703125 3.3271484375 3.2861328125 3.322265625 3.904296875 3.31640625 3.40234375 3.3388671875 3.2744140625 3.244140625 3.3291015625 3.328125 3.2890625 3.2255859375 3.4169921875 3.265625 3.3642578125 3.333984375 3.37890625 3.3447265625 3.3310546875 3.37890625 3.2958984375 3.236328125 3.310546875 3.39453125 3.2861328125 3.2841796875 3.2841796875 3.3466796875 3.345703125 3.330078125 3.3154296875 3.3310546875 0.0 3.2236328125 3.2763671875 3.2900390625 3.2392578125 3.451171875 3.46484375 3.2080078125 3.25 3.4951171875 3.314453125 3.2919921875 3.3193359375 3.2890625 3.2724609375 3.34375 3.36328125 3.30078125 3.32421875 3.689453125 3.310546875 3.357421875 3.404296875 3.322265625 3.2421875 3.3564453125 3.37109375 3.3896484375 3.431640625 3.455078125 3.2880859375 3.4453125 3.37890625 3.25 3.267578125 3.3115234375 3.4443359375 3.2646484375 3.38671875 3.4580078125 3.298828125 3.318359375 3.2861328125 3.2734375 3.240234375 3.3037109375 3.3447265625 3.3857421875 3.2392578125 3.3544921875 3.9560546875 3.35546875 3.359375 3.353515625 3.3232421875 3.3388671875 3.267578125 3.3447265625 3.3017578125 0.0 3.3828125 3.220703125 3.248046875 3.30859375 3.5126953125 3.2099609375 3.3173828125 3.2548828125 3.28515625 3.3466796875 3.3330078125 3.328125 3.220703125 3.341796875 3.37109375 3.2724609375 3.265625 3.443359375 4.0 3.3388671875 3.36328125 3.3896484375 3.2294921875 3.2958984375 3.287109375 3.322265625 3.3212890625 3.2529296875 3.994140625 3.36328125 3.3544921875 3.3603515625 3.3310546875 3.31640625 3.2880859375 3.392578125 3.31640625 3.2490234375 3.6748046875 3.2646484375 3.3173828125 3.3603515625 3.21484375 3.3154296875 3.3154296875 3.4091796875 3.2197265625 3.3310546875 3.333984375 3.2568359375 3.25 3.279296875 3.4013671875 3.318359375 3.2705078125 3.35546875 3.31640625 3.28125 0.0
110 3.65625 3.44140625 3.3173828125 3.388671875 3.4404296875 3.30859375 3.4189453125 4.0 3.4384765625 3.48828125 3.4228515625 3.384765625 3.396484375 3.4140625 3.4482421875 3.4189453125 3.3544921875 4.0 3.404296875 3.390625 3.4072265625 3.3701171875 3.4365234375 3.4013671875 3.400390625 3.4775390625 3.34765625 3.41015625 3.3447265625 3.376953125 3.3505859375 3.46484375 3.51953125 3.55078125 3.396484375 3.435546875 3.9189453125 3.4189453125 3.3974609375 3.5087890625 3.4208984375 3.3662109375 3.396484375 3.388671875 3.388671875 3.4404296875 4.0 3.3466796875 3.4013671875 3.53515625 3.4677734375 3.4619140625 3.359375 3.408203125 3.4365234375 3.4677734375 4.0 3.4482421875 0.0 3.419921875 3.3076171875 3.33984375 3.4453125 3.55078125 3.3984375 3.4384765625 3.55078125 3.3408203125 3.5029296875 3.607421875 3.455078125 3.3447265625 3.515625 3.455078125 3.365234375 3.4052734375 3.8212890625 3.447265625 3.5458984375 3.484375 3.38671875 3.337890625 3.3876953125 3.4658203125 3.3984375 3.349609375 3.8662109375 3.4248046875 3.5341796875 3.4228515625 3.4140625 3.447265625 3.509765625 3.4375 3.3515625 3.37890625 3.3251953125 3.392578125 3.419921875 3.3681640625 3.390625 3.439453125 3.5146484375 3.37890625 3.4326171875 3.6201171875 3.38671875 3.56640625 3.4482421875 3.3818359375 3.3759765625 3.3994140625 3.4580078125 3.3515625 3.4228515625 3.6572265625 3.3642578125 0.0 3.619140625 3.427734375 3.2919921875 3.369140625 3.4482421875 3.3583984375 3.4638671875 3.9677734375 3.3740234375 3.40234375 3.42578125 3.369140625 3.349609375 3.46875 3.5595703125 3.390625 3.38671875 4.0 3.4736328125 3.5107421875 3.4013671875 3.291015625 3.3876953125 3.484375 3.4404296875 3.3935546875 3.3203125 3.37109375 3.3818359375 3.3779296875 3.3798828125 3.3623046875 3.5009765625 3.4755859375 3.4267578125 3.369140625 3.390625 3.408203125 3.4677734375 3.396484375 3.3603515625 3.3662109375 3.4853515625 3.3935546875 3.380859375 3.353515625 3.3662109375 3.4208984375 3.4609375 3.44921875 3.3310546875 3.4609375 3.3857421875 3.4091796875 3.3994140625 3.79296875 3.94921875 3.474609375 0.0
115 3.6962890625 3.5205078125 3.330078125 3.4169921875 3.46484375 3.4287109375 3.431640625 3.4677734375 3.48046875 3.548828125 3.4619140625 3.390625 3.5234375 3.55859375 3.4912109375 3.5185546875 3.7158203125 3.5009765625 3.48046875 3.53125 3.4794921875 3.486328125 3.6728515625 3.5078125 3.5439453125 3.4638671875 3.4853515625 3.53515625 3.5634765625 3.4892578125 3.46484375 3.587890625 3.6474609375 3.46484375 3.478515625 3.9384765625 3.5634765625 3.6025390625 3.4794921875 3.4287109375 3.5703125 3.5576171875 3.51171875 3.486328125 3.4462890625 3.5302734375 3.5947265625 3.50390625 3.4267578125 3.5517578125 3.52734375 3.548828125 3.5126953125 3.4541015625 3.509765625 3.5869140625 3.4951171875 3.4375 0.0 3.6708984375 3.59765625 3.357421875 3.451171875 3.5478515625 3.490234375 3.52734375 3.8974609375 3.5283203125 3.5361328125 3.498046875 3.4931640625 3.5634765625 3.6259765625 3.525390625 3.50390625 4.0 3.4912109375 3.5 3.5400390625 3.5234375 3.6689453125 3.5078125 3.5419921875 3.4287109375 3.669921875 3.5244140625 3.513671875 3.4482421875 3.5048828125 3.4599609375 3.5380859375 3.455078125 3.498046875 3.5048828125 4.0 3.5126953125 3.453125 3.5078125 3.46484375 3.4765625 3.611328125 3.46484375 3.544921875 4.0 3.416015625 3.529296875 3.62109375 3.5146484375 3.5341796875 3.5869140625 3.541015625 3.478515625 3.5146484375 3.4013671875 3.4970703125 3.60546875 3.44140625 0.0 3.5986328125 3.4873046875 3.3994140625 3.4873046875 3.54296875 3.5341796875 3.490234375 4.0 3.548828125 3.552734375 3.6201171875 3.43359375 3.47265625 3.5986328125 3.4970703125 3.4853515625 3.8994140625 3.5166015625 3.630859375 3.55078125 3.462890625 3.4697265625 3.4833984375 3.517578125 3.41796875 3.4013671875 3.462890625 3.4970703125 3.521484375 3.4638671875 3.4951171875 3.5322265625 3.5205078125 3.4130859375 3.5595703125 4.0 3.5400390625 3.46875 3.5458984375 3.509765625 3.4921875 3.5283203125 3.4638671875 3.5302734375 3.84765625 3.46484375 3.5283203125 3.58984375 3.5390625 3.40625 3.4384765625 3.6318359375 3.494140625 3.5654296875 3.7265625 3.4501953125 3.5087890625 3.5 0.0
120 3.6552734375 3.603515625 3.4736328125 3.6953125 3.6201171875 3.5537109375 3.6826171875 3.5224609375 3.6787109375 3.6748046875 3.5791015625 3.56640625 3.7119140625 3.55859375 3.5947265625 3.708984375 3.6171875 3.69921875 3.64453125 3.55078125 3.5400390625 3.7236328125 3.55859375 3.5791015625 3.9150390625 3.6328125 3.6142578125 3.611328125 3.5888671875 3.640625 3.6650390625 3.6337890625 3.595703125 3.810546875 3.62109375 3.6318359375 3.556640625 3.53125 3.560546875 3.638671875 3.529296875 3.5693359375 3.8837890625 3.6318359375 3.6328125 3.6201171875 3.5732421875 3.6474609375 3.654296875 3.544921875 3.5927734375 3.865234375 3.5859375 3.5849609375 3.6064453125 3.5908203125 3.6220703125 3.69921875 0.0 3.646484375 3.6044921875 3.4921875 3.6884765625 3.69921875 3.6806640625 3.7294921875 3.498046875 3.66796875 3.630859375 3.6181640625 3.59765625 3.6611328125 3.6796875 3.5810546875 3.7255859375 3.61328125 3.677734375 3.6611328125 3.5732421875 3.5654296875 3.724609375 3.5693359375 3.5634765625 3.9111328125 3.6494140625 3.658203125 3.658203125 3.63671875 3.552734375 3.70703125 3.568359375 3.58203125 3.978515625 3.615234375 3.626953125 3.6376953125 3.6123046875 3.5478515625 3.6943359375 3.55078125 3.5625 3.62890625 3.5283203125 3.576171875 3.6689453125 3.54296875 3.69140625 3.69921875 3.5166015625 3.6376953125 3.9951171875 3.6162109375 3.5830078125 3.6494140625 3.5830078125 3.5615234375 3.7216796875 0.0 3.7978515625 3.537109375 3.521484375 3.8486328125 3.5419921875 3.4990234375 4.0 3.640625 3.673828125 3.6630859375 3.4814453125 3.5634765625 3.724609375 3.5712890625 3.5498046875 4.0 3.6171875 3.6083984375 3.6181640625 3.6650390625 3.599609375 3.701171875 3.5986328125 3.541015625 4.0 3.7080078125 3.61328125 3.5595703125 3.6435546875 3.6064453125 3.6455078125 3.6279296875 3.6064453125 4.0 3.5986328125 3.55078125 3.5791015625 3.5986328125 3.5302734375 3.6806640625 3.583984375 3.7421875 4.0 3.6064453125 3.6650390625 3.6328125 3.609375 3.6357421875 3.8134765625 3.583984375 3.6171875 4.0 3.52734375 3.6240234375 3.5478515625 3.5810546875 3.5888671875 3.61328125 0.0
125 3.7587890625 3.6025390625 3.5849609375 3.9072265625 3.7353515625 3.712890625 4.0 3.7001953125 3.7568359375 3.6572265625 3.623046875 3.71875 3.73828125 3.7294921875 3.64453125 3.6240234375 3.720703125 3.755859375 3.5791015625 3.65234375 3.7578125 3.697265625 3.6484375 3.9580078125 3.712890625 3.8193359375 3.681640625 3.6572265625 3.7099609375 3.6806640625 3.6552734375 3.701171875 3.9765625 3.728515625 3.6904296875 3.7001953125 3.6611328125 3.71875 3.6728515625 3.8095703125 3.6982421875 3.669921875 3.73046875 3.69921875 3.697265625 3.6640625 3.7265625 3.6669921875 3.7333984375 4.0 3.7197265625 3.654296875 3.744140625 3.623046875 3.673828125 3.6806640625 3.6962890625 3.775390625 0.0 3.8642578125 3.6328125 3.748046875 3.7646484375 3.8056640625 3.7060546875 3.6708984375 3.703125 3.732421875 3.6953125 3.626953125 3.7099609375 3.7216796875 3.681640625 3.703125 3.9970703125 3.705078125 3.7978515625 3.6904296875 3.6279296875 3.779296875 3.7099609375 3.671875 3.6708984375 3.6357421875 3.732421875 3.6767578125 3.6669921875 3.669921875 3.7314453125 3.6416015625 3.6787109375 3.6123046875 3.7431640625 3.78125 3.666015625 3.6181640625 3.767578125 3.7412109375 3.7392578125 3.67578125 3.654296875 3.708984375 3.7119140625 3.626953125 3.654296875 3.7265625 3.701171875 3.7197265625 3.6220703125 3.720703125 3.73828125 3.728515625 3.615234375 3.6962890625 3.7138671875 3.7099609375 3.73046875 0.0 3.7607421875 3.6953125 3.5830078125 3.822265625 3.62109375 3.6162109375 3.6513671875 3.6923828125 3.7626953125 3.6455078125 3.63671875 3.6962890625 3.7265625 3.6875 3.671875 3.626953125 3.7158203125 3.7900390625 3.662109375 3.591796875 3.7060546875 3.677734375 3.3740234375 3.6318359375 3.7470703125 3.76953125 3.7158203125 3.7333984375 3.69921875 3.8134765625 3.4326171875 3.69140625 3.9765625 3.65625 3.71875 3.677734375 3.65625 3.7314453125 3.693359375 3.654296875 3.61328125 3.66015625 3.7236328125 3.76171875 3.66796875 3.7509765625 3.8701171875 3.720703125 3.681640625 3.80859375 3.7294921875 3.76171875 3.6171875 3.6630859375 3.7138671875 3.751953125 3.669921875 3.703125 0.0
130 3.642578125 3.642578125 3.7763671875 3.8095703125 3.6171875 3.7578125 3.650390625 3.822265625 3.91015625 3.73046875 3.7470703125 3.8447265625 3.7705078125 3.728515625 3.76171875 3.8466796875 3.859375 3.7353515625 3.8359375 3.8212890625 3.7470703125 3.693359375 4.0 3.8046875 3.7900390625 3.7392578125 3.7802734375 3.7431640625 3.806640625 3.771484375 4.0 3.765625 3.771484375 3.765625 3.775390625 3.79296875 3.7822265625 3.748046875 3.75390625 3.701171875 3.71484375 3.7939453125 3.8095703125 3.7060546875 3.837890625 3.318359375 3.8916015625 3.9990234375 3.7255859375 3.84375 3.7744140625 3.77734375 3.7861328125 3.7919921875 3.77734375 4.0 3.767578125 3.779296875 0.0 3.708984375 3.6943359375 3.791015625 3.7705078125 3.7265625 3.6923828125 3.693359375 3.787109375 3.767578125 3.6591796875 3.75390625 3.822265625 3.7314453125 3.8359375 3.8544921875 3.8203125 3.8251953125 3.7392578125 3.7685546875 3.7978515625 3.7578125 3.8681640625 4.0 3.8125 3.7412109375 3.705078125 3.7548828125 3.7451171875 3.7802734375 3.75 3.978515625 3.77734375 3.77734375 3.7744140625 3.8212890625 3.759765625 3.8193359375 3.7646484375 3.759765625 3.728515625 3.7470703125 3.7802734375 3.8271484375 3.7470703125 3.8291015625 3.71875 3.8369140625 4.0 3.71484375 3.8251953125 3.796875 3.6923828125 3.734375 3.77734375 3.83984375 4.0 3.7490234375 3.8017578125 0.0 3.84375 3.7158203125 3.775390625 3.8994140625 3.703125 3.802734375 3.8662109375 3.802734375 3.85546875 3.740234375 3.7314453125 3.8544921875 3.748046875 3.7333984375 3.998046875 3.8017578125 3.763671875 3.7412109375 3.708984375 3.8251953125 3.7724609375 3.8037109375 3.7490234375 3.7568359375 3.8408203125 3.7841796875 3.744140625 3.8115234375 3.763671875 3.775390625 3.724609375 3.7509765625 3.837890625 3.9150390625 3.7412109375 3.8115234375 3.8271484375 3.771484375 3.794921875 4.0 3.75 3.7685546875 3.791015625 3.75390625 3.7626953125 3.7900390625 3.8115234375 3.865234375 3.75 3.751953125 3.7197265625 3.7412109375 3.7841796875 3.783203125 3.8779296875 3.7392578125 3.708984375 3.7978515625 0.0
135 3.8671875 3.779296875 3.8369140625 3.861328125 3.810546875 3.8369140625 3.7763671875 3.8935546875 3.8515625 3.7841796875 3.849609375 3.9580078125 3.7724609375 3.8642578125 3.84375 3.95703125 3.8544921875 3.8251953125 3.8779296875 3.8662109375 3.791015625 3.857421875 3.8515625 3.86328125 3.78125 3.7763671875 3.8203125 3.9052734375 3.7998046875 3.890625 3.826171875 3.8681640625 3.7998046875 3.875 3.8291015625 3.896484375 3.8173828125 3.9794921875 3.8583984375 3.83203125 3.8232421875 3.7822265625 3.8515625 3.859375 3.8330078125 3.9716796875 3.8203125 3.84375 3.8134765625 3.8046875 3.8662109375 3.8232421875 3.8720703125 3.998046875 3.853515625 3.8583984375 3.908203125 3.798828125 0.0 3.9140625 3.8291015625 3.7470703125 3.9501953125 3.7822265625 3.8349609375 3.7294921875 3.896484375 3.9326171875 3.7666015625 3.8583984375 3.9306640625 3.8125 3.8203125 3.79296875 3.9130859375 3.9208984375 3.7919921875 3.8154296875 3.9111328125 3.8427734375 3.8203125 3.7724609375 3.8818359375 3.8662109375 3.7392578125 3.845703125 3.9306640625 3.84765625 3.79296875 3.8828125 3.9169921875 3.859375 3.8466796875 3.873046875 3.8896484375 3.8544921875 3.7685546875 3.7314453125 3.9072265625 3.884765625 3.76953125 3.8837890625 3.8779296875 3.818359375 3.775390625 3.79296875 3.9208984375 3.8046875 3.8408203125 3.8779296875 3.8662109375 3.8408203125 3.8798828125 3.83984375 3.9091796875 3.8642578125 3.7841796875 0.0 3.89453125 3.798828125 3.73046875 3.86328125 3.845703125 3.79296875 3.7451171875 3.9150390625 3.935546875 3.826171875 3.8681640625 3.9140625 3.830078125 3.791015625 3.76953125 3.85546875 3.9287109375 3.80078125 3.841796875 3.978515625 3.8369140625 3.8330078125 3.794921875 3.9228515625 3.8916015625 3.7802734375 3.861328125 3.87109375 3.83984375 3.81640625 3.7890625 3.908203125 3.84765625 3.779296875 3.8798828125 3.8759765625 3.8310546875 3.7578125 3.890625 3.9052734375 3.8828125 3.857421875 3.888671875 3.876953125 3.8466796875 3.7724609375 3.8359375 3.892578125 3.8525390625 3.806640625 3.8759765625 3.8447265625 3.796875 3.8701171875 3.82421875 3.888671875 3.8125 3.869140625 0.0
